,gene,lr,p,ddf,p_corrected
16184,TRIM45,4.59857164468508,0.03199860505444757,1.0,0.5006603969013179
16185,TRIM46,0.950004614851423,0.32971812264483547,1.0,0.8324240422002689
16186,TRIM47,0.5396582948549167,0.46257437463636775,1.0,0.8868328505368305
16187,TRIM49B,0.06404296067375981,0.8002163564604106,1.0,0.9628347434312852
16188,TRIM49D1,1.1453796960799991,0.28451843383482545,1.0,0.8063770379691663
16189,TRIM5,4.82335953116376,0.02807657118651006,1.0,0.48534212806882937
16190,TRIM50,0.46229843345781774,0.4965517518327134,1.0,0.8940140214456759
16191,TRIM52,0.1106785722990935,0.7393729095792636,1.0,0.9498654280813165
16192,TRIM54,2.2598246918382756,0.13276909010243063,1.0,0.689143356100045
16193,TRIM55,0.05699511043962957,0.8113099217907063,1.0,0.9651612923046208
16194,TRIM56,0.9088049748697813,0.34043169297676723,1.0,0.8357436861108565
16195,TRIM58,0.9031897375214157,0.34192786273198295,1.0,0.8357436861108565
16196,TRIM59,0.19870321953567327,0.6557696121595631,1.0,0.929039790044751
16197,TRIM6,0.8229328245727174,0.3643240699886463,1.0,0.8452671937876881
16198,TRIM60,0.13440887639580978,0.713903859178709,1.0,0.9433475482292616
16199,TRIM61,0.729274517447493,0.39311844673006746,1.0,0.8576995505144553
16200,TRIM62,1.231816947453126,0.2670539758553422,1.0,0.7949697410740679
16201,TRIM63,1.8020400278203397,0.17946606099801338,1.0,0.7274104576361449
16202,TRIM65,0.39821046995984943,0.5280148947180008,1.0,0.9025765692415388
16203,TRIM67,0.06407795015138618,0.8001629440759027,1.0,0.9628347434312852
16204,TRIM68,0.28571429254020586,0.5929800936010794,1.0,0.9139745103448917
16205,TRIM69,0.09961135259686671,0.7522965254819537,1.0,0.9521237046446062
16206,TRIM7,1.3732086113870992,0.24126136400452264,1.0,0.7791943792379734
16207,TRIM71,0.10084894768988306,0.7508132324111522,1.0,0.9521237046446062
16208,TRIM72,3.392188405559864,0.06550595275992299,1.0,0.6019595826760101
16209,TRIM77,0.029359115098031907,0.8639524848047506,1.0,0.9759033343418678
16210,TRIM8,0.45818383011692276,0.4984739879272907,1.0,0.8948579458382704
16211,TRIM9,1.8577158634971056,0.17288865398140707,1.0,0.7226108096889781
16212,TRIML1,1.190284652360333,0.2752721460576021,1.0,0.7997593859103569
16213,TRIML2,3.2255571665004936,0.07249712200295573,1.0,0.6146663699717699
16214,TRIO,0.2669319512317543,0.605397310270109,1.0,0.9174906069874438
16215,TRIOBP,0.8025807946917212,0.3703228727913995,1.0,0.8474122172839329
16216,TRIP10,5.616096014825871,0.017796247667927406,1.0,0.4247972721086368
16217,TRIP11,0.2772469196115708,0.5985113869171854,1.0,0.9153703564615777
16218,TRIP12,3.1947805227064237,0.07387368560060184,1.0,0.6175074733554593
16219,TRIP13,0.08313565672983714,0.7730921968589064,1.0,0.9556573150764059
16220,TRIP4,9.621437777437677,0.00192319112319901,1.0,0.22191938860341773
16221,TRIP6,0.7510328745456718,0.3861494134950061,1.0,0.8552818125041735
16222,TRIQK,0.3691499050362381,0.5434680077092835,1.0,0.9042511048501357
16223,TRIR,0.12461393588682768,0.7240831992570027,1.0,0.9467104199268357
16224,TRIT1,0.01464475896955264,0.9036787329047166,1.0,0.9833664826285239
16225,TRMO,0.5737778561679079,0.4487615901934522,1.0,0.8821798320436604
16226,TRMT1,10.026060801330686,0.0015434076150159298,1.0,0.2131821586841666
16227,TRMT10A,0.896997318597414,0.3435881183197227,1.0,0.8357436861108565
16228,TRMT10B,0.8101775609939068,0.3680677599430462,1.0,0.8452671937876881
16229,TRMT10C,4.5042024794383906e-05,0.9946451691852343,1.0,0.9996272139625196
16230,TRMT11,0.4753538471018146,0.49053440456602115,1.0,0.8929394687784713
16231,TRMT112,0.5177463916895704,0.47180459347806125,1.0,0.8901357461517349
16232,TRMT12,2.4476336837376493,0.1177021853274992,1.0,0.6736187232348537
16233,TRMT13,0.3340301769405869,0.5632955553226806,1.0,0.906421342446987
16234,TRMT1L,0.025215886586920533,0.8738303025073654,1.0,0.9781739281338644
16235,TRMT2A,0.259626572601519,0.6103768205136204,1.0,0.9176986308898812
